tempDHT11,temDHT11inF,accX,accY,AccZ,magX,magY,magZ,gyroX,gyroY,gyroZ,bmpPressure,bmpTemp,dustDensity,hour,minute,second,day,month,year,latitude,longnitude,gpsSpeed,gpsAltitude,gpsSatellites,
24.0000,75.2000,0.0295,-0.0208,0.0000,0.0295,-0.0208,0.0000,0.0295,-0.0208,0.0000,1015.5400,24.4000,0.1095,15.0000,28.0000,21.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,0.0255,-0.0218,0.0011,0.0255,-0.0218,0.0011,0.0255,-0.0218,0.0011,1015.4900,24.4000,0.1056,15.0000,28.0000,22.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,0.0284,-0.0214,0.0002,0.0284,-0.0214,0.0002,0.0284,-0.0214,0.0002,1015.5000,24.4000,0.1121,15.0000,28.0000,22.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,-0.2095,-0.0218,0.0429,-0.2095,-0.0218,0.0429,-0.2095,-0.0218,0.0429,1015.5200,24.4000,0.1088,15.0000,28.0000,26.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,0.0218,-0.0252,0.0805,0.0218,-0.0252,0.0805,0.0218,-0.0252,0.0805,1015.4300,24.4000,0.1023,15.0000,28.0000,26.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,-0.0093,0.0971,0.2784,-0.0093,0.0971,0.2784,-0.0093,0.0971,0.2784,1015.4500,24.4000,0.1023,15.0000,28.0000,29.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,-0.1775,-0.0464,-0.0825,-0.1775,-0.0464,-0.0825,-0.1775,-0.0464,-0.0825,1015.4600,24.4000,0.1121,15.0000,28.0000,29.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,-0.1501,0.0024,-0.3360,-0.1501,0.0024,-0.3360,-0.1501,0.0024,-0.3360,1015.4700,24.3000,0.0000,15.0000,28.0000,32.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,0.0241,-0.0290,0.4374,0.0241,-0.0290,0.4374,0.0241,-0.0290,0.4374,1015.4900,24.3000,0.1134,15.0000,28.0000,32.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24.0000,75.2000,0.1011,-0.0194,0.1527,0.1011,-0.0194,0.1527,0.1011,-0.0194,0.1527,1015.4600,24.3000,0.1049,15.0000,28.0000,34.0000,11.0000,6.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
